date,model,lead,tmax,n_hours
2024-10-28,meteofrance_seamless,h0,23.1,24
2024-10-28,gem_seamless,h0,22.7,24
2024-10-28,ecmwf_ifs025,h0,22.5,24
2024-10-28,ukmo_seamless,h24,22.0,22
2024-10-29,icon_seamless,h24,23.5,24
2024-10-29,ukmo_seamless,h24,22.0,24
2024-10-29,meteofrance_seamless,h24,24.5,24
2024-10-29,gem_seamless,h24,24.2,24
2024-10-29,ecmwf_ifs025,h24,23.0,24
2024-10-29,icon_seamless,h0,23.4,24
2024-10-29,ukmo_seamless,h0,22.5,24
2024-10-29,meteofrance_seamless,h0,23.8,24
2024-10-29,gem_seamless,h0,24.0,24
2024-10-29,ecmwf_ifs025,h0,22.8,24
2024-10-30,icon_seamless,h24,23.7,24
2024-10-30,ukmo_seamless,h24,22.4,24
2024-10-30,meteofrance_seamless,h24,24.7,24
2024-10-30,gem_seamless,h24,23.3,24
2024-10-30,ecmwf_ifs025,h24,22.3,24
2024-10-30,icon_seamless,h0,24.3,24
2024-10-30,ukmo_seamless,h0,22.7,24
2024-10-30,meteofrance_seamless,h0,24.9,24
2024-10-30,gem_seamless,h0,24.1,24
2024-10-30,ecmwf_ifs025,h0,22.6,24
2024-10-31,icon_seamless,h24,23.3,24
2024-10-31,ukmo_seamless,h24,22.4,24
2024-10-31,meteofrance_seamless,h24,25.1,24
2024-10-31,gem_seamless,h24,24.8,24
2024-10-31,ecmwf_ifs025,h24,22.2,24
2024-10-31,icon_seamless,h0,23.4,24
2024-10-31,ukmo_seamless,h0,22.4,24
2024-10-31,meteofrance_seamless,h0,24.5,24
2024-10-31,gem_seamless,h0,24.7,24
2024-10-31,ecmwf_ifs025,h0,22.4,24
2024-11-01,icon_seamless,h24,21.5,24
2024-11-01,ukmo_seamless,h24,21.7,24
2024-11-01,meteofrance_seamless,h24,23.7,24
2024-11-01,gem_seamless,h24,23.7,24
2024-11-01,ecmwf_ifs025,h24,21.7,24
2024-11-01,icon_seamless,h0,21.7,24
2024-11-01,ukmo_seamless,h0,21.6,24
2024-11-01,meteofrance_seamless,h0,22.9,24
2024-11-01,gem_seamless,h0,23.4,24
2024-11-01,ecmwf_ifs025,h0,21.5,24
2024-11-02,icon_seamless,h24,23.6,24
2024-11-02,ukmo_seamless,h24,21.7,24
2024-11-02,meteofrance_seamless,h24,24.2,24
2024-11-02,gem_seamless,h24,24.0,24
2024-11-02,ecmwf_ifs025,h24,22.3,24
2024-11-02,icon_seamless,h0,23.1,24
2024-11-02,ukmo_seamless,h0,22.0,24
2024-11-02,meteofrance_seamless,h0,22.9,24
2024-11-02,gem_seamless,h0,23.8,24
2024-11-02,ecmwf_ifs025,h0,22.3,24
2024-11-03,icon_seamless,h24,24.2,24
2024-11-03,ukmo_seamless,h24,22.2,24
2024-11-03,meteofrance_seamless,h24,25.1,24
2024-11-03,gem_seamless,h24,24.8,24
2024-11-03,ecmwf_ifs025,h24,23.3,24
2024-11-03,icon_seamless,h0,23.7,24
2024-11-03,ukmo_seamless,h0,22.5,24
2024-11-03,meteofrance_seamless,h0,24.7,24
2024-11-03,gem_seamless,h0,24.5,24
2024-11-03,ecmwf_ifs025,h0,23.3,24
2024-11-04,icon_seamless,h24,21.8,24
2024-11-04,ukmo_seamless,h24,22.6,24
2024-11-04,meteofrance_seamless,h24,23.9,24
2024-11-04,gem_seamless,h24,23.8,24
2024-11-04,ecmwf_ifs025,h24,22.7,24
2024-11-04,icon_seamless,h0,24.0,24
2024-11-04,ukmo_seamless,h0,22.7,24
2024-11-04,meteofrance_seamless,h0,24.5,24
2024-11-04,gem_seamless,h0,25.3,24
2024-11-04,ecmwf_ifs025,h0,24.1,24
2024-11-05,icon_seamless,h24,21.9,24
2024-11-05,ukmo_seamless,h24,20.4,24
2024-11-05,meteofrance_seamless,h24,23.2,24
2024-11-05,gem_seamless,h24,22.4,24
2024-11-05,ecmwf_ifs025,h24,20.8,24
2024-11-05,icon_seamless,h0,21.7,24
2024-11-05,ukmo_seamless,h0,21.0,24
2024-11-05,meteofrance_seamless,h0,22.5,24
2024-11-05,gem_seamless,h0,22.3,24
2024-11-05,ecmwf_ifs025,h0,20.8,24
2024-11-06,icon_seamless,h24,22.0,24
2024-11-06,ukmo_seamless,h24,20.2,24
2024-11-06,meteofrance_seamless,h24,22.8,24
2024-11-06,gem_seamless,h24,21.7,24
2024-11-06,ecmwf_ifs025,h24,20.5,24
2024-11-06,icon_seamless,h0,21.8,24
2024-11-06,ukmo_seamless,h0,20.2,24
2024-11-06,meteofrance_seamless,h0,21.9,24
2024-11-06,gem_seamless,h0,21.9,24
2024-11-06,ecmwf_ifs025,h0,21.0,24
2024-11-07,icon_seamless,h24,21.2,24
2024-11-07,ukmo_seamless,h24,19.1,24
2024-11-07,meteofrance_seamless,h24,22.3,24
2024-11-07,gem_seamless,h24,20.5,24
2024-11-07,ecmwf_ifs025,h24,19.8,24
2024-11-07,icon_seamless,h0,21.6,24
2024-11-07,ukmo_seamless,h0,20.0,24
2024-11-07,meteofrance_seamless,h0,22.1,24
2024-11-07,gem_seamless,h0,21.7,24
2024-11-07,ecmwf_ifs025,h0,20.7,24
2024-11-08,icon_seamless,h24,19.5,24
2024-11-08,ukmo_seamless,h24,19.7,24
2024-11-08,meteofrance_seamless,h24,21.9,24
2024-11-08,gem_seamless,h24,21.1,24
2024-11-08,ecmwf_ifs025,h24,18.0,24
2024-11-08,icon_seamless,h0,21.3,24
2024-11-08,ukmo_seamless,h0,19.5,24
2024-11-08,meteofrance_seamless,h0,21.3,24
2024-11-08,gem_seamless,h0,21.8,24
2024-11-08,ecmwf_ifs025,h0,19.9,24
2024-11-09,icon_seamless,h24,19.1,24
2024-11-09,ukmo_seamless,h24,19.0,24
2024-11-09,meteofrance_seamless,h24,20.7,24
2024-11-09,gem_seamless,h24,21.5,24
2024-11-09,ecmwf_ifs025,h24,19.9,24
2024-11-09,icon_seamless,h0,20.5,24
2024-11-09,ukmo_seamless,h0,19.7,24
2024-11-09,meteofrance_seamless,h0,20.3,24
2024-11-09,gem_seamless,h0,20.6,24
2024-11-09,ecmwf_ifs025,h0,19.9,24
2024-11-10,icon_seamless,h24,22.5,24
2024-11-10,ukmo_seamless,h24,21.6,24
2024-11-10,meteofrance_seamless,h24,23.3,24
2024-11-10,gem_seamless,h24,24.4,24
2024-11-10,ecmwf_ifs025,h24,21.9,24
2024-11-10,icon_seamless,h0,22.6,24
2024-11-10,ukmo_seamless,h0,21.3,24
2024-11-10,meteofrance_seamless,h0,22.7,24
2024-11-10,gem_seamless,h0,23.9,24
2024-11-10,ecmwf_ifs025,h0,22.0,24
2024-11-11,icon_seamless,h24,24.1,24
2024-11-11,ukmo_seamless,h24,22.1,24
2024-11-11,meteofrance_seamless,h24,24.2,24
2024-11-11,gem_seamless,h24,25.3,24
2024-11-11,ecmwf_ifs025,h24,23.7,24
2024-11-11,icon_seamless,h0,23.8,24
2024-11-11,ukmo_seamless,h0,22.4,24
2024-11-11,meteofrance_seamless,h0,23.9,24
2024-11-11,gem_seamless,h0,24.6,24
2024-11-11,ecmwf_ifs025,h0,23.7,24
2024-11-12,icon_seamless,h24,23.2,24
2024-11-12,ukmo_seamless,h24,22.0,24
2024-11-12,meteofrance_seamless,h24,24.5,24
2024-11-12,gem_seamless,h24,24.9,24
2024-11-12,ecmwf_ifs025,h24,23.3,24
2024-11-12,icon_seamless,h0,23.9,24
2024-11-12,ukmo_seamless,h0,22.7,24
2024-11-12,meteofrance_seamless,h0,24.5,24
2024-11-12,gem_seamless,h0,24.5,24
2024-11-12,ecmwf_ifs025,h0,23.7,24
2024-11-13,icon_seamless,h24,24.1,24
2024-11-13,ukmo_seamless,h24,17.6,4
2024-11-13,meteofrance_seamless,h24,23.3,24
2024-11-13,gem_seamless,h24,25.4,24
2024-11-13,ecmwf_ifs025,h24,24.6,24
2024-11-13,icon_seamless,h0,23.9,24
2024-11-13,ukmo_seamless,h0,23.7,24
2024-11-13,meteofrance_seamless,h0,25.1,24
2024-11-13,gem_seamless,h0,26.0,24
2024-11-13,ecmwf_ifs025,h0,24.3,24
2024-11-14,icon_seamless,h24,26.4,24
2024-11-14,meteofrance_seamless,h24,26.4,24
2024-11-14,gem_seamless,h24,28.1,24
2024-11-14,ecmwf_ifs025,h24,26.0,24
2024-11-14,icon_seamless,h0,25.6,24
2024-11-14,ukmo_seamless,h0,24.4,24
2024-11-14,meteofrance_seamless,h0,25.6,24
2024-11-14,gem_seamless,h0,26.4,24
2024-11-14,ecmwf_ifs025,h0,25.3,24
2024-11-15,icon_seamless,h24,25.1,24
2024-11-15,meteofrance_seamless,h24,24.0,24
2024-11-15,gem_seamless,h24,27.1,24
2024-11-15,ecmwf_ifs025,h24,25.2,24
2024-11-15,icon_seamless,h0,24.5,24
2024-11-15,ukmo_seamless,h0,22.3,24
2024-11-15,meteofrance_seamless,h0,25.6,24
2024-11-15,gem_seamless,h0,25.1,24
2024-11-15,ecmwf_ifs025,h0,23.8,24
2024-11-16,icon_seamless,h24,22.4,24
2024-11-16,meteofrance_seamless,h24,22.7,24
2024-11-16,gem_seamless,h24,23.5,24
2024-11-16,ecmwf_ifs025,h24,22.9,24
2024-11-16,icon_seamless,h0,21.3,24
2024-11-16,ukmo_seamless,h0,20.8,24
2024-11-16,meteofrance_seamless,h0,21.9,24
2024-11-16,gem_seamless,h0,23.5,24
2024-11-16,ecmwf_ifs025,h0,22.2,24
2024-11-17,icon_seamless,h24,15.1,24
2024-11-17,meteofrance_seamless,h24,18.3,24
2024-11-17,gem_seamless,h24,14.4,24
2024-11-17,ecmwf_ifs025,h24,17.7,24
2024-11-17,icon_seamless,h0,15.5,24
2024-11-17,ukmo_seamless,h0,15.4,24
2024-11-17,meteofrance_seamless,h0,16.7,24
2024-11-17,gem_seamless,h0,15.9,24
2024-11-17,ecmwf_ifs025,h0,15.8,24
2024-11-18,icon_seamless,h24,11.1,24
2024-11-18,meteofrance_seamless,h24,12.2,24
2024-11-18,gem_seamless,h24,12.8,24
2024-11-18,ecmwf_ifs025,h24,13.3,24
2024-11-18,icon_seamless,h0,11.0,24
2024-11-18,ukmo_seamless,h0,12.2,24
2024-11-18,meteofrance_seamless,h0,11.2,24
2024-11-18,gem_seamless,h0,12.0,24
2024-11-18,ecmwf_ifs025,h0,12.0,24
2024-11-19,icon_seamless,h24,10.5,24
2024-11-19,meteofrance_seamless,h24,10.4,24
2024-11-19,gem_seamless,h24,13.0,24
2024-11-19,ecmwf_ifs025,h24,12.8,24
2024-11-19,icon_seamless,h0,10.0,24
2024-11-19,ukmo_seamless,h0,11.3,24
2024-11-19,meteofrance_seamless,h0,10.0,24
2024-11-19,gem_seamless,h0,12.5,24
2024-11-19,ecmwf_ifs025,h0,11.2,24
2024-11-20,icon_seamless,h24,13.0,24
2024-11-20,meteofrance_seamless,h24,13.5,24
2024-11-20,gem_seamless,h24,14.3,24
2024-11-20,ecmwf_ifs025,h24,15.1,24
2024-11-20,icon_seamless,h0,13.1,24
2024-11-20,ukmo_seamless,h0,13.6,24
2024-11-20,meteofrance_seamless,h0,13.4,24
2024-11-20,gem_seamless,h0,13.7,24
2024-11-20,ecmwf_ifs025,h0,14.1,24
2024-11-21,icon_seamless,h24,15.2,24
2024-11-21,meteofrance_seamless,h24,15.2,24
2024-11-21,gem_seamless,h24,16.1,24
2024-11-21,ecmwf_ifs025,h24,16.9,24
2024-11-21,icon_seamless,h0,15.4,24
2024-11-21,ukmo_seamless,h0,14.8,24
2024-11-21,meteofrance_seamless,h0,15.3,24
2024-11-21,gem_seamless,h0,15.6,24
2024-11-21,ecmwf_ifs025,h0,15.9,24
2024-11-21,ukmo_seamless,h24,15.4,19
2024-11-22,icon_seamless,h24,15.6,24
2024-11-22,ukmo_seamless,h24,16.1,24
2024-11-22,meteofrance_seamless,h24,16.1,24
2024-11-22,gem_seamless,h24,16.0,24
2024-11-22,ecmwf_ifs025,h24,17.3,24
2024-11-22,icon_seamless,h0,14.9,24
2024-11-22,ukmo_seamless,h0,16.3,24
2024-11-22,meteofrance_seamless,h0,16.4,24
2024-11-22,gem_seamless,h0,16.0,24
2024-11-22,ecmwf_ifs025,h0,16.0,24
2024-11-23,icon_seamless,h24,16.2,24
2024-11-23,ukmo_seamless,h24,16.4,24
2024-11-23,meteofrance_seamless,h24,17.4,24
2024-11-23,gem_seamless,h24,16.6,24
2024-11-23,ecmwf_ifs025,h24,17.5,24
2024-11-23,icon_seamless,h0,16.6,24
2024-11-23,ukmo_seamless,h0,16.4,24
2024-11-23,meteofrance_seamless,h0,17.2,24
2024-11-23,gem_seamless,h0,16.7,24
2024-11-23,ecmwf_ifs025,h0,16.7,24
2024-11-24,icon_seamless,h24,14.3,24
2024-11-24,ukmo_seamless,h24,11.8,24
2024-11-24,meteofrance_seamless,h24,13.5,24
2024-11-24,gem_seamless,h24,12.2,24
2024-11-24,ecmwf_ifs025,h24,15.7,24
2024-11-24,icon_seamless,h0,13.4,24
2024-11-24,ukmo_seamless,h0,11.8,24
2024-11-24,meteofrance_seamless,h0,14.1,24
2024-11-24,gem_seamless,h0,12.7,24
2024-11-24,ecmwf_ifs025,h0,14.6,24
2024-11-25,icon_seamless,h24,11.8,24
2024-11-25,ukmo_seamless,h24,11.7,24
2024-11-25,meteofrance_seamless,h24,12.2,24
2024-11-25,gem_seamless,h24,10.7,24
2024-11-25,ecmwf_ifs025,h24,11.9,24
2024-11-25,icon_seamless,h0,11.6,24
2024-11-25,ukmo_seamless,h0,11.7,24
2024-11-25,meteofrance_seamless,h0,12.0,24
2024-11-25,gem_seamless,h0,11.0,24
2024-11-25,ecmwf_ifs025,h0,11.1,24
2024-11-26,icon_seamless,h24,10.7,24
2024-11-26,ukmo_seamless,h24,11.3,24
2024-11-26,meteofrance_seamless,h24,12.3,24
2024-11-26,gem_seamless,h24,9.4,24
2024-11-26,ecmwf_ifs025,h24,11.3,24
2024-11-26,icon_seamless,h0,11.8,24
2024-11-26,ukmo_seamless,h0,11.3,24
2024-11-26,meteofrance_seamless,h0,12.1,24
2024-11-26,gem_seamless,h0,11.7,24
2024-11-26,ecmwf_ifs025,h0,11.6,24
2024-11-27,icon_seamless,h24,12.0,24
2024-11-27,ukmo_seamless,h24,9.6,24
2024-11-27,meteofrance_seamless,h24,13.7,24
2024-11-27,gem_seamless,h24,11.8,24
2024-11-27,ecmwf_ifs025,h24,13.3,24
2024-11-27,icon_seamless,h0,13.9,24
2024-11-27,ukmo_seamless,h0,9.6,24
2024-11-27,meteofrance_seamless,h0,13.8,24
2024-11-27,gem_seamless,h0,13.1,24
2024-11-27,ecmwf_ifs025,h0,14.3,24
2024-11-28,icon_seamless,h24,14.1,24
2024-11-28,ukmo_seamless,h24,12.3,24
2024-11-28,meteofrance_seamless,h24,15.5,24
2024-11-28,gem_seamless,h24,12.7,24
2024-11-28,ecmwf_ifs025,h24,14.1,24
2024-11-28,icon_seamless,h0,15.7,24
2024-11-28,ukmo_seamless,h0,12.3,24
2024-11-28,meteofrance_seamless,h0,15.2,24
2024-11-28,gem_seamless,h0,14.6,24
2024-11-28,ecmwf_ifs025,h0,15.6,24
2024-11-29,icon_seamless,h24,17.1,24
2024-11-29,ukmo_seamless,h24,15.6,24
2024-11-29,meteofrance_seamless,h24,17.6,24
2024-11-29,gem_seamless,h24,15.5,24
2024-11-29,ecmwf_ifs025,h24,16.2,24
2024-11-29,icon_seamless,h0,17.4,24
2024-11-29,ukmo_seamless,h0,15.9,24
2024-11-29,meteofrance_seamless,h0,17.0,24
2024-11-29,gem_seamless,h0,16.9,24
2024-11-29,ecmwf_ifs025,h0,17.1,24
2024-11-30,icon_seamless,h24,16.7,24
2024-11-30,ukmo_seamless,h24,16.2,24
2024-11-30,meteofrance_seamless,h24,16.7,24
2024-11-30,gem_seamless,h24,17.2,24
2024-11-30,ecmwf_ifs025,h24,17.3,24
2024-11-30,icon_seamless,h0,17.7,24
2024-11-30,ukmo_seamless,h0,17.5,24
2024-11-30,meteofrance_seamless,h0,17.1,24
2024-11-30,gem_seamless,h0,18.7,24
2024-11-30,ecmwf_ifs025,h0,17.8,24
2024-12-01,icon_seamless,h24,19.3,24
2024-12-01,ukmo_seamless,h24,17.0,24
2024-12-01,meteofrance_seamless,h24,18.2,24
2024-12-01,gem_seamless,h24,18.9,24
2024-12-01,ecmwf_ifs025,h24,18.3,24
2024-12-01,icon_seamless,h0,19.6,24
2024-12-01,ukmo_seamless,h0,18.0,24
2024-12-01,meteofrance_seamless,h0,18.3,24
2024-12-01,gem_seamless,h0,20.1,24
2024-12-01,ecmwf_ifs025,h0,19.1,24
2024-12-02,icon_seamless,h24,20.4,24
2024-12-02,ukmo_seamless,h24,19.1,24
2024-12-02,meteofrance_seamless,h24,20.3,24
2024-12-02,gem_seamless,h24,20.0,24
2024-12-02,ecmwf_ifs025,h24,20.0,24
2024-12-02,icon_seamless,h0,20.9,24
2024-12-02,ukmo_seamless,h0,19.4,24
2024-12-02,meteofrance_seamless,h0,19.9,24
2024-12-02,gem_seamless,h0,21.1,24
2024-12-02,ecmwf_ifs025,h0,20.3,24
2024-12-03,icon_seamless,h24,14.4,24
2024-12-03,ukmo_seamless,h24,14.9,24
2024-12-03,meteofrance_seamless,h24,16.7,24
2024-12-03,gem_seamless,h24,18.2,24
2024-12-03,ecmwf_ifs025,h24,16.4,24
2024-12-03,icon_seamless,h0,13.4,24
2024-12-03,ukmo_seamless,h0,14.8,24
2024-12-03,meteofrance_seamless,h0,15.4,24
2024-12-03,gem_seamless,h0,17.2,24
2024-12-03,ecmwf_ifs025,h0,12.8,24
2024-12-04,icon_seamless,h24,11.4,24
2024-12-04,ukmo_seamless,h24,13.5,24
2024-12-04,meteofrance_seamless,h24,12.0,24
2024-12-04,gem_seamless,h24,14.5,24
2024-12-04,ecmwf_ifs025,h24,10.4,24
2024-12-04,icon_seamless,h0,10.2,24
2024-12-04,ukmo_seamless,h0,12.7,24
2024-12-04,meteofrance_seamless,h0,11.6,24
2024-12-04,gem_seamless,h0,13.4,24
2024-12-04,ecmwf_ifs025,h0,10.0,24
2024-12-05,icon_seamless,h24,13.2,24
2024-12-05,ukmo_seamless,h24,13.4,24
2024-12-05,meteofrance_seamless,h24,13.6,24
2024-12-05,gem_seamless,h24,11.9,24
2024-12-05,ecmwf_ifs025,h24,14.4,24
2024-12-05,icon_seamless,h0,13.2,24
2024-12-05,ukmo_seamless,h0,13.2,24
2024-12-05,meteofrance_seamless,h0,13.2,24
2024-12-05,gem_seamless,h0,11.4,24
2024-12-05,ecmwf_ifs025,h0,13.8,24
2024-12-06,icon_seamless,h24,14.2,24
2024-12-06,ukmo_seamless,h24,13.4,24
2024-12-06,meteofrance_seamless,h24,14.0,24
2024-12-06,gem_seamless,h24,12.4,24
2024-12-06,ecmwf_ifs025,h24,14.6,24
2024-12-06,icon_seamless,h0,14.6,24
2024-12-06,ukmo_seamless,h0,13.8,24
2024-12-06,meteofrance_seamless,h0,14.7,24
2024-12-06,gem_seamless,h0,14.0,24
2024-12-06,ecmwf_ifs025,h0,15.0,24
2024-12-07,icon_seamless,h24,12.8,24
2024-12-07,ukmo_seamless,h24,12.3,24
2024-12-07,meteofrance_seamless,h24,13.6,24
2024-12-07,gem_seamless,h24,10.5,24
2024-12-07,ecmwf_ifs025,h24,12.2,24
2024-12-07,icon_seamless,h0,13.7,24
2024-12-07,ukmo_seamless,h0,12.7,24
2024-12-07,meteofrance_seamless,h0,14.1,24
2024-12-07,gem_seamless,h0,12.5,24
2024-12-07,ecmwf_ifs025,h0,13.7,24
2024-12-08,icon_seamless,h24,10.8,24
2024-12-08,ukmo_seamless,h24,9.6,24
2024-12-08,meteofrance_seamless,h24,11.3,24
2024-12-08,gem_seamless,h24,9.8,24
2024-12-08,ecmwf_ifs025,h24,10.0,24
2024-12-08,icon_seamless,h0,10.5,24
2024-12-08,ukmo_seamless,h0,9.8,24
2024-12-08,meteofrance_seamless,h0,10.8,24
2024-12-08,gem_seamless,h0,10.5,24
2024-12-08,ecmwf_ifs025,h0,10.3,24
2024-12-09,icon_seamless,h24,9.3,24
2024-12-09,ukmo_seamless,h24,10.3,24
2024-12-09,meteofrance_seamless,h24,10.2,24
2024-12-09,gem_seamless,h24,10.2,24
2024-12-09,ecmwf_ifs025,h24,9.3,24
2024-12-09,icon_seamless,h0,9.2,24
2024-12-09,ukmo_seamless,h0,9.4,24
2024-12-09,meteofrance_seamless,h0,9.3,24
2024-12-09,gem_seamless,h0,9.9,24
2024-12-09,ecmwf_ifs025,h0,8.4,24
2024-12-10,icon_seamless,h24,7.4,24
2024-12-10,ukmo_seamless,h24,10.8,24
2024-12-10,meteofrance_seamless,h24,7.1,24
2024-12-10,gem_seamless,h24,7.3,24
2024-12-10,ecmwf_ifs025,h24,8.0,24
2024-12-10,icon_seamless,h0,7.3,24
2024-12-10,ukmo_seamless,h0,8.9,24
2024-12-10,meteofrance_seamless,h0,7.2,24
2024-12-10,gem_seamless,h0,7.0,24
2024-12-10,ecmwf_ifs025,h0,7.9,24
2024-12-11,icon_seamless,h24,9.7,24
2024-12-11,ukmo_seamless,h24,9.7,24
2024-12-11,meteofrance_seamless,h24,9.3,24
2024-12-11,gem_seamless,h24,10.1,24
2024-12-11,ecmwf_ifs025,h24,10.4,24
2024-12-11,icon_seamless,h0,9.3,24
2024-12-11,ukmo_seamless,h0,9.2,24
2024-12-11,meteofrance_seamless,h0,8.9,24
2024-12-11,gem_seamless,h0,10.2,24
2024-12-11,ecmwf_ifs025,h0,9.7,24
2024-12-12,icon_seamless,h24,9.2,24
2024-12-12,ukmo_seamless,h24,10.2,24
2024-12-12,meteofrance_seamless,h24,9.7,24
2024-12-12,gem_seamless,h24,10.1,24
2024-12-12,ecmwf_ifs025,h24,9.4,24
2024-12-12,icon_seamless,h0,8.9,24
2024-12-12,ukmo_seamless,h0,9.8,24
2024-12-12,meteofrance_seamless,h0,9.2,24
2024-12-12,gem_seamless,h0,10.0,24
2024-12-12,ecmwf_ifs025,h0,9.8,24
2024-12-13,icon_seamless,h24,9.0,24
2024-12-13,ukmo_seamless,h24,9.5,24
2024-12-13,meteofrance_seamless,h24,10.0,24
2024-12-13,gem_seamless,h24,8.6,24
2024-12-13,ecmwf_ifs025,h24,9.7,24
2024-12-13,icon_seamless,h0,9.9,24
2024-12-13,ukmo_seamless,h0,9.9,24
2024-12-13,meteofrance_seamless,h0,10.7,24
2024-12-13,gem_seamless,h0,9.9,24
2024-12-13,ecmwf_ifs025,h0,10.3,24
2024-12-14,icon_seamless,h24,8.7,24
2024-12-14,ukmo_seamless,h24,8.0,24
2024-12-14,meteofrance_seamless,h24,9.5,24
2024-12-14,gem_seamless,h24,7.5,24
2024-12-14,ecmwf_ifs025,h24,8.9,24
2024-12-14,icon_seamless,h0,9.0,24
2024-12-14,ukmo_seamless,h0,8.6,24
2024-12-14,meteofrance_seamless,h0,8.7,24
2024-12-14,gem_seamless,h0,8.3,24
2024-12-14,ecmwf_ifs025,h0,8.8,24
2024-12-15,icon_seamless,h24,9.6,24
2024-12-15,ukmo_seamless,h24,1.2,8
2024-12-15,meteofrance_seamless,h24,11.4,24
2024-12-15,gem_seamless,h24,7.8,24
2024-12-15,ecmwf_ifs025,h24,11.0,24
2024-12-15,icon_seamless,h0,10.5,24
2024-12-15,ukmo_seamless,h0,10.5,24
2024-12-15,meteofrance_seamless,h0,10.9,24
2024-12-15,gem_seamless,h0,11.3,24
2024-12-15,ecmwf_ifs025,h0,10.8,24
2024-12-16,icon_seamless,h24,12.6,24
2024-12-16,meteofrance_seamless,h24,12.1,24
2024-12-16,gem_seamless,h24,11.8,24
2024-12-16,ecmwf_ifs025,h24,12.7,24
2024-12-16,icon_seamless,h0,13.6,24
2024-12-16,ukmo_seamless,h0,12.5,24
2024-12-16,meteofrance_seamless,h0,12.3,24
2024-12-16,gem_seamless,h0,14.0,24
2024-12-16,ecmwf_ifs025,h0,12.8,24
2024-12-17,icon_seamless,h24,13.2,24
2024-12-17,meteofrance_seamless,h24,13.3,24
2024-12-17,gem_seamless,h24,13.9,24
2024-12-17,ecmwf_ifs025,h24,14.0,24
2024-12-17,icon_seamless,h0,13.0,24
2024-12-17,ukmo_seamless,h0,12.7,24
2024-12-17,meteofrance_seamless,h0,12.8,24
2024-12-17,gem_seamless,h0,14.9,24
2024-12-17,ecmwf_ifs025,h0,13.3,24
2024-12-18,icon_seamless,h24,10.5,24
2024-12-18,meteofrance_seamless,h24,10.5,24
2024-12-18,gem_seamless,h24,9.7,24
2024-12-18,ecmwf_ifs025,h24,9.6,24
2024-12-18,icon_seamless,h0,9.8,24
2024-12-18,ukmo_seamless,h0,9.6,24
2024-12-18,meteofrance_seamless,h0,9.4,24
2024-12-18,gem_seamless,h0,10.0,24
2024-12-18,ecmwf_ifs025,h0,9.4,24
2024-12-19,icon_seamless,h24,6.9,24
2024-12-19,meteofrance_seamless,h24,6.6,24
2024-12-19,gem_seamless,h24,6.9,24
2024-12-19,ecmwf_ifs025,h24,5.7,24
2024-12-19,icon_seamless,h0,6.0,24
2024-12-19,ukmo_seamless,h0,5.6,24
2024-12-19,meteofrance_seamless,h0,6.7,24
2024-12-19,gem_seamless,h0,7.3,24
2024-12-19,ecmwf_ifs025,h0,6.3,24
2024-12-20,icon_seamless,h24,9.4,24
2024-12-20,meteofrance_seamless,h24,9.1,24
2024-12-20,gem_seamless,h24,9.6,24
2024-12-20,ecmwf_ifs025,h24,9.5,24
2024-12-20,icon_seamless,h0,9.2,24
2024-12-20,ukmo_seamless,h0,8.7,24
2024-12-20,meteofrance_seamless,h0,8.9,24
2024-12-20,gem_seamless,h0,9.6,24
2024-12-20,ecmwf_ifs025,h0,8.3,24
2024-12-21,icon_seamless,h24,9.7,24
2024-12-21,meteofrance_seamless,h24,9.5,24
2024-12-21,gem_seamless,h24,7.8,24
2024-12-21,ecmwf_ifs025,h24,8.6,24
2024-12-21,icon_seamless,h0,9.3,24
2024-12-21,ukmo_seamless,h0,9.4,24
2024-12-21,meteofrance_seamless,h0,9.5,24
2024-12-21,gem_seamless,h0,10.2,24
2024-12-21,ecmwf_ifs025,h0,9.5,24
2024-12-22,icon_seamless,h24,5.4,24
2024-12-22,meteofrance_seamless,h24,5.4,24
2024-12-22,gem_seamless,h24,5.5,24
2024-12-22,ecmwf_ifs025,h24,6.0,24
2024-12-22,icon_seamless,h0,5.4,24
2024-12-22,ukmo_seamless,h0,5.6,24
2024-12-22,meteofrance_seamless,h0,5.2,24
2024-12-22,gem_seamless,h0,6.1,24
2024-12-22,ecmwf_ifs025,h0,5.2,24
2024-12-23,icon_seamless,h24,7.5,24
2024-12-23,meteofrance_seamless,h24,6.8,24
2024-12-23,gem_seamless,h24,7.8,24
2024-12-23,ecmwf_ifs025,h24,8.3,24
2024-12-23,icon_seamless,h0,6.6,24
2024-12-23,ukmo_seamless,h0,7.0,24
2024-12-23,meteofrance_seamless,h0,6.7,24
2024-12-23,gem_seamless,h0,7.6,24
2024-12-23,ecmwf_ifs025,h0,6.8,24
2024-12-24,icon_seamless,h24,9.1,24
2024-12-24,meteofrance_seamless,h24,8.7,24
2024-12-24,gem_seamless,h24,9.7,24
2024-12-24,ecmwf_ifs025,h24,9.3,24
2024-12-24,icon_seamless,h0,8.5,24
2024-12-24,ukmo_seamless,h0,8.1,24
2024-12-24,meteofrance_seamless,h0,8.6,24
2024-12-24,gem_seamless,h0,8.9,24
2024-12-24,ecmwf_ifs025,h0,8.6,24
2024-12-25,icon_seamless,h24,8.5,24
2024-12-25,meteofrance_seamless,h24,10.6,24
2024-12-25,gem_seamless,h24,11.0,24
2024-12-25,ecmwf_ifs025,h24,11.0,24
2024-12-25,icon_seamless,h0,8.9,24
2024-12-25,ukmo_seamless,h0,11.2,24
